Word,Frequency
폭풍 검색,3
급 지네,3
호불호 갈리,3
예민하다 편,3
가능하다 점도,3
확 느껴지다,3
찾기 어렵다,3
주 기적,3
촉감 예술,3
별로 헷갈리다,3
잘썻어 첨,3
부드럽다 가하다,3
가하다 쓸수롣,3
쓸수롣 흡수렫,3
밝다 은색,3
폭 신한,3
좋다 보내다,3
기한 짧다,3
택배 기사,3
최선 다해,3
도 에도,3
냉장 보관,3
포장 맛있다,3
어쩌지 걱정,3
답례 꿀,3
기준 에서는,3
수량 부족,3
도움 이모,3
이모 님,3
떨어지다 섭취,3
나위 강추,3
싫다 열심히,3
심플 화려하다,3
인사 전하,3
2일 뒤,3
거기 다가,3
지퍼 백,3
자리 비우다,3
비주 얼,3
메세지 용도,3
용도 따로따로,3
푸다 짐,3
스윗넛 단,3
넛 단,3
젊다 층,3
언니 승진,3
김 사하다,3
님 과의,3
답 ㄹㅖ,3
프레첼 짜다,3
짜다 쪼름,3
숩 니당다,3
테잎 붙이다,3
크림 화이트,3
무 염색,3
모던 그레이,3
색깔 밝다,3
라이트 그레이,3
상세 설명,3
도도 톰,3
도 사용,3
상세 페이지,3
전체 동그랗다,3
동그랗다 자국,3
자국 아쉽다,3
담 사르다,3
실밥 정리,3
유저 블컵,3
스벅 로고,3
블 텀블러,3
부피 커서,3
합 니,3
사용 도,3
답례 도,3
뜨겁다 물,3
입장 에선,3
비타민 씨,3
재주 문해,3
완충 재,3
손상 된거,3
남 과는,3
건강 식품,3
부서 원,3
유치원 선생님,3
3일 만에,3
답례 답례,3
작고 아담하다,3
사이 즈,3
짱 이예,3
소 정가,3
상사 분들,3
만족감 높다,3
오븐 울다,3
울다 보기,3
아침 출근,3
날씨 춥다,3
감사 한마음,3
풀기 아깝다,3
깐깐하다 스타일,3
투명 봉투,3
식사 대용,3
초콜릿 들어가다,3
세번 째,3
로스팅 한지,3
한지 일주일,3
일주일 너트,3
깃 든,3
번거롭다 움,3
솜 프리,3
프리 젠,3
설명 서도,3
파손 방지,3
자세하다 설명,3
한지 벌써,3
끌 레르,3
레르 허니,3
인지 ㅜ,3
따뜻하다 물,3
끌레르 허니,3
국내 산이,3
따뜻하다 꿀차,3
여행 갈다,3
찾다 신다,3
카카오 톡,3
믿다 맡기다,3
디테일 감동,3
얼집 선생님,3
쇼핑 팩,3
찾다 뵙다,3
포함 줄,3
블론디 케이크,3
빈약하다 보이지,3
풍 미가,3
부드럽다 식감,3
셰프 펌킨,3
밀크 초콜릿,3
단백질 쿠키,3
매력 적다,3
어니언 스콘,3
팀 장님,3
럼블 피칸,3
퀵 요청,3
설 연휴,3
갠 적,3
요크 프트,3
허다 접다,3
소금 후추,3
늦다 어쩌나,3
벌써 설레다,3
쥬 아영,3
인기 폭발,3
두고두고 쓰기,3
야하다 퀵,3
디퓨 지다,3
자리다 초라하다,3
왕 친절,3
그거 말고는,3
품 해주다,3
프로 국내,3
국산 벌꿀,3
속지 카드,3
땡스 샵,3
주방 타월,3
생활 공작,3
공작 소,3
워 시로,3
히노키 향,3
세 정제,3
보습 력,3
산 미나,3
미나 건,3
건 싫어하다,3
싫어하다 고소하다,3
가송비 제격,3
요다음 명절,3
명절 스승의날,3
성공,2
나빠지다,2
요가,2
해먹,2
차지,2
신혼부부,2
문후,2
달이,2
구리,2
꽉꽉,2
최,2
뵙다,2
하야,2
분실,2
편입,2
고용,2
남친,2
산,2
보완,2
소비자,2
퍼센트,2
Honey,2
Mura,2
기프트,2
공유,2
롯데,2
퀼리티,2
해장,2
동료,2
업그레이드,2
나이,2
아시,2
때마침,2
쿠폰,2
표지,2
인식,2
데이,2
땡큐,2
한적,2
세번,2
ㅆ,2
식용,2
얼다,2
서로,2
슬프다,2
치고는,2
홀,2
가로,2
요런,2
패스,2
조문,2
가깝다,2
ㅕ,2
선배,2
앙증,2
무얼,2
위쪽,2
유통,2
별개,2
니요,2
협찬,2
산이,2
조회,2
상차림,2
주소,2
숫자,2
거도,2
특색,2
일석이조,2
셧습니,2
드렷더,2
지게,2
찜찜하다,2
24시간,2
다른사람,2
이참,2
허브,2
조정,2
단계,2
곱,2
정일,2
답글,2
그릇,2
허락,2
효도,2
싸하다,2
송도,2
특성,2
좋넹,2
물이,2
스트레스,2
요강,2
돐잔치,2
랜덤,2
연세,2
상하,2
룰,2
묶다,2
덩달아,2
찮,2
으쓱,2
시궁,2
신부,2
썻는데,2
가려지다,2
장하다,2
배기,2
주더,2
용지,2
만의,2
찾기,2
번호,2
동일,2
폭신,2
자극,2
변형,2
환경,2
도통,2
바느질,2
저가,2
마크,2
완,2
트이다,2
장애,2
성장,2
생,2
꾀,2
대면,2
차이다,2
평이,2
요금,2
에게만,2
거치다,2
풀어지다,2
게일,2
버세,2
건가,2
만큼은,2
니깐,2
가원,2
셔,2
삶다,2
닳다,2
진부하다,2
듭니당,2
질적,2
취지,2
반대,2
탁하다,2
기구,2
밑,2
영문,2
탕,2
깜놀,2
독보,2
그려지다,2
둘쨰,2
섭섭하다,2
달례품,2
얄팍하다,2
낌,2
평생,2
줫,2
던,2
요원하다,2
알록달록하다,2
공연,2
업,2
새삼,2
뿐더러,2
곽도,2
부들,2
일품,2
바가지,2
노란색,2
만들기,2
샘플링,2
변형도,2
손수건,2
ㅜㅎㅎ,2
핳,2
존재,2
뎅,2
촌스럽다,2
제거,2
무한,2
표정,2
옛날,2
욕심,2
고타,2
왠,2
매다,2
쟁여두,2
좋앙,2
밤부,2
고물,2
는데,2
에서나,2
도장,2
재봉,2
죠아,2
뿌듯뿌듯,2
착착,2
일인,2
죽다,2
답례픔,2
놔두다,2
견적,2
돌상,2
지난달,2
심정,2
클래식,2
대중,2
밝다,2
졸,2
배부,2
예술,2
욕실,2
껄,2
엄빠,2
풀,2
세면,2
말에,2
변동,2
특유,2
구경,2
본연,2
자유롭다,2
실감,2
쇼핑몰,2
꾸리다,2
줄어들다,2
온라인,2
추세,2
저렇다,2
버,2
미스,2
잖다,2
지금껏,2
묘,2
씁쓸하다,2
금세,2
칙칙하다,2
요전,2
돌떡,2
돌돌,2
최상급,2
필수품,2
과도,2
한쪽,2
정과,2
에어,2
하고도,2
이슈,2
우왕,2
고가,2
웰컴,2
자꾸자꾸,2
자그맣다,2
긴급하다,2
조청,2
질리다,2
단맛,2
강정,2
텁텁,2
참가,2
강정은,2
화답,2
집다,2
루루,2
변화,2
코팅,2
바삭바삭하다,2
존맛,2
부족함,2
노심초사,2
위아래,2
정이,2
휴가,2
축제,2
접착,2
할머니,2
치아,2
좋아욤,2
알맹이,2
1등,2
어머,2
장사,2
책임지다,2
준곳,2
유효,2
떡집,2
형편,2
일치,2
섞이다,2
페이지,2
담례,2
낮다,2
만적,2
교차,2
마시기,2
글구,2
루,2
존,2
평가,2
초콜렛,2
분류,2
우유,2
면역,2
깊이,2
도로,2
시간대,2
피로,2
회복,2
대접받다,2
하비다,2
소식,2
화려하다,2
구나,2
너트,2
지퍼,2
누리다,2
여개,2
쪼금,2
신선도,2
신지,2
파우치,2
늦,2
결,2
차마,2
폐기,2
딴딴하다,2
육아휴직,2
보구,2
찜,2
부스러기,2
예비신랑,2
남성,2
셨,2
스위트,2
너츠,2
강추추,2
이리저리,2
살리다,2
엄두,2
여행지,2
예뿌,2
탬,2
위주,2
핸드폰,2
방금,2
꼬숩,2
당기다,2
견과루,2
단것,2
배고프다,2
눕다,2
깜박,2
홀가분하다,2
실온,2
스러운,2
돟,2
달뒤,2
현장,2
달리다,2
병원,2
배우자,2
업무,2
이루,2
뇌물,2
당분간,2
점심,2
란,2
백퍼,2
어차피,2
생략,2
파악,2
정신없이,2
좋아욯,2
멈추다,2
출출하다,2
짭짤하다,2
역할,2
하서,2
찌그리다,2
겟,2
간이,2
ㄴㄴ,2
2023년,2
연발,2
거짓말,2
쏙쏙,2
압도,2
미니미,2
도중,2
샵,2
노랑,2
더맘,2
트렌드,2
절반,2
요담,2
평량,2
램,2
량,2
토욜,2
비슷,2
100일,2
털다,2
얼룩,2
베이,2
주전,2
전시,2
걸레,2
절하,2
성별,2
톰,2
빠듯하,2
맨,2
딱하다,2
닫다,2
끌,2
메르,2
법도,2
치루,2
랍니다,2
핑크색,2
미흡하다,2
테이프,2
3월,2
20일,2
일주,2
께서는,2
시르다,2
이든,2
넷째,2
양쪽,2
슴,2
맞이,2
세례,2
제한,2
즈,2
ㅊ,2
일거리,2
아이스,2
억,2
어르다,2
에겐,2
럭셔리,2
줄이다,2
대표,2
찰나,2
마주,2
환영,2
곰돌이,2
유치원,2
다담,2
전입,2
의뢰,2
리유저블컵,2
규용,2
종이컵,2
가주,2
갈수,2
ㄹ,2
꾸기다,2
안상,2
씨,2
퇴,2
흐리다,2
단가,2
종근당,2
완충,2
중앙,2
로움,2
들엇어,2
피하,2
신속,2
지면,2
영양,2
노,2
타임,2
쵝,2
손잡다,2
두근두근,2
12월,2
16일,2
직,2
산다,2
용해,2
미당,2
젠,2
마인드,2
내면,2
부케,2
입다,2
질리,2
제입,2
월욜,2
콘,2
전에,2
이던,2
미루다,2
점장님,2
잊어버리다,2
긴가민가하다,2
빈약하다,2
비갑,2
건과류,2
부터가,2
실링,2
조그마하다,2
회갑연,2
젊은이,2
헐다,2
고무줄,2
열기,2
Tag,2
모레,2
테그,2
식탁,2
흐트러,2
자녀,2
딥례품,2
너므,2
티비,2
놨다,2
배포,2
시나,2
더욱이,2
테슬,2
다치다,2
ㅠㅠㅎ,2
뤗,2
으,2
다다르다,2
34일,2
반복,2
네임택,2
순하다,2
고다,2
실패하다,2
농도,2
공복,2
서나,2
축가,2
베이글,2
캠핑,2
양으로,2
영양가,2
딸도,2
시스템,2
해소,2
줍다,2
영향,2
곁들이다,2
하단,2
포만,2
캐모마일,2
쥬스,2
간신히,2
비닐봉지,2
다이어트,2
진맛,2
달래다,2
그만두다,2
작전,2
굵다,2
라지,2
픽업,2
책상,2
에두,2
진급,2
매각,2
쪼끔,2
빨랏어,2
감시,2
b,2
디게,2
경,2
불상,2
넹,2
래핑,2
교수,2
꿈,2
살수,2
디다,2
일만,2
구등,2
잼,2
마,2
퍽퍽,2
스런,2
기부,2
달도,2
더불다,2
가뜩이나,2
비건,2
배부르다,2
드립,2
파머스쿠키,2
장님,2
양파,2
쿽,2
꾸벅,2
만장일치,2
아메리카노,2
자라,2
쫀득,2
유기농,2
지경,2
나용,2
펼치다,2
얘,2
라벨로,2
찍,2
잡화,2
거꾸로,2
소진,2
쉬,2
완존,2
니나,2
어무,2
촤,2
붘,2
덕븀,2
쓰레기,2
다지,2
영상,2
말로,2
옅다,2
가보,2
앖,2
빽빽하다,2
백은별,2
쥬,2
어메니티,2
민중,2
일상다반사,2
상담사,2
창피하다,2
단면,2
하트뿅뿅,2
핑쿠핑쿠합니,2
거지,2
쇼,2
건조하다,2
빼놓다,2
엉망,2
ㄷㅏ,2
정답,2
지나,2
서안,2
날자,2
노끈,2
디퓨져세트,2
맑은,2
타이트,2
이뤄지다,2
데기,2
잘해야,2
할까말까,2
뒤탈,2
드러나다,2
성모,2
노랗다,2
닐짜,2
예의,2
국룰,2
더도텀,2
마르지,2
날찌,2
ㅅㅁ,2
품덕,2
다완,2
디퓨져향,2
뿌뜻,2
개성,2
임택,2
봉지,2
큰일,2
시드라,2
절로,2
넘게,2
쓱,2
캔들,2
오래도록,2
도련님,2
뭐라다,2
채취,2
진해,2
친지,2
오기,2
ㅇㅓ,2
초록,2
남동생,2
걸음,2
식전,2
썻,2
다급하다,2
야호,2
회수,2
야유회,2
양해,2
땡,2
권,2
저렇게,2
반품,2
수첩,2
만만하다,2
감탄사,2
셋팅,2
설전,2
회갑,2
사이사이,2
펌핑해,2
이여,2
손세정,2
정소,2
손편지,2
회원,2
손글씨,2
잔향,2
르,2
원랜,2
햇구,2
부러지다,2
비빔국수,2
인분,2
기입,2
승승장구,2
물약,2
레모나,2
25년,2
연주,2
자몽,2
오빠,2
고마움 표현,2
퀼리티 극찬,2
배송비 만으로,2
전용 스푼,2
나머지 약,2
건네다 민망하다,2
신 박하다,2
만으로도 충분하다,2
엿 습니,2
선물 빠르다,2
배 송사,2
만족 도,2
감 소위,2
소위 g,2
포기 만큼의,2
번호 표,2
표 덕담,2
돌잡이 상등,2
뭉치다 덩어리,2
레터 링,2
은은하다 반짝이다,2
흔 하디,2
하디 흔하다,2
뱀부얀 섬유,2
발품 파다,2
다운 블루,2
안남 기고,2
비교 불가,2
도 덕분,2
주문 해주다,2
취향 껏,2
열심히 서치,2
아무 거나,2
부들 거려,2
포장 돌잔치,2
한층 업그레이드,2
전하 고자,2
군청색 자주색,2
자주색 보자기,2
실물 깡패,2
즉각 반영,2
온라인 쇼핑몰,2
소 분하다,2
답례 마음,2
정 과를,2
답례 만족하다,2
랬 늘다,2
출산 휴가,2
빈 공간,2
비쥬 얼,2
로사 용하다,2
용 도,2
여타 업체,2
답례 깔끔하다,2
첫 월급,2
입 모으다,2
다른사람 으로부터,2
까탈 스러운,2
맞추다 도,2
버터 가루,2
오전 10시,2
어제 13시,2
13시 40분,2
40분 결제,2
11시 10분,2
달라 오마이갓,2
오마이갓 태어나다,2
최근 캐슈넛,2
어머님 께선,2
께선 간,2
간 저건,2
저건 자극,2
친정 아부지,2
아부지 가져오다,2
먹고다 또사,2
또사 달라,2
달라 울고불고,2
참고 만주,2
만주 다가,2
팔다 건가,2
사기 불편하다,2
불편하다 편의점,2
편의점 팔면,2
3일 후인데,2
어머 낫,2
낫 그날,2
만전 격식,2
격식 차리다,2
라면 환장하다,2
간식 최곤거,2
오자 신나다,2
이글 보시,2
2022년 마지막,2
2023년 새해복,2
이루다 꽃길,2
꽃길 걸다,2
걸다 한해,2
한해 이기다,2
오래되다 냄새,2
승진 턱,2
접다 법,2
머리 숱,2
두운 계열,2
흑 토끼띠,2
한눈 반하다,2
타이 트,2
g 스카이,2
스카이 파스텔,2
파스텔 라이트,2
바로크 미흡하다,2
다감 사하다,2
홈 카페,2
스벅리유저블 텀블러,2
사랑 꾹,2
송별 회,2
새 기기,2
배송 좋아하다,2
퇴 사일,2
파손 위험,2
위험 막다,2
당직 장,2
신 박하,2
에게선 물다,2
거부 감,2
개시 켜다,2
언 젠,2
헐 헐,2
끈 적임,2
군것질 습관,2
단연 돋보이다,2
감기 기운,2
숙취 해소,2
매각 죠,2
상황 발생,2
근무 처,2
신 경,2
친 인척,2
잔 여물,2
로드 렷,2
채 로운,2
피넛 밀크,2
펌킨 개발,2
겉바 속,2
속 촉,2
피칸 시트,2
루니 종,2
롱 루비,2
초코 씨앗,2
씨앗 호떡,2
피칸 카카오,2
짜다 린,2
달이 지난,2
저격 코사지,2
여분 까비,2
흩다 지지,2
라벤더 향기,2
부서 토론,2
사전 동의,2
동의 이웃,2
로움 줄이다,2
해외 효도,2
기념품 초초초강추,2
개수 입력,2
입력 실수,2
가치 올라가다,2
지는 망하다,2
감 사택,2
어울리다 흡족,2
흡족 햏답니,2
스승 선생님,2
신나다 듣다,2
정년 퇴직,2
고급스녑 포장디자인,2
인용 물티슈,2
물티슈 올리다,2
할머니 제도,2
개도 애매하다,2
회식 후의,2
후의 한잔,2
주로 깨소금,2
현대인 숙취,2
글자 번짐,2
꺼내다 뻑뻑,2
뻑뻑 힘들다,2
꺼내다 노하우,2
노하우 생기다,2
생기다 리그,2
번째 강의,2
강의 참석자,2
놀다 퍼득,2
퍼득 생각나다,2
월욜날 수욜,2
수욜 낮,2
앙증 막,2
편지 밖,2
26년 까지더라구요,2
손잡이 짝,2
짝 안왓,2
설 맞이,2
라이브 인증,2
인증 맛보기,2
놓치다 이해,2
연휴 안남다,2
답례 생각,2
1일 새해,2
설날 어린이집,2
웃다 쭉,2
쭉 짜다,2
꽉 채우다,2
그것 아쉬웋,2
금요일 1시,2
지난 성탄절,2
커드 메시지,2
소주 다도,2
ㄹㅍ 정갈하다,2
스텀 문구로,2
춥다 환절기,2
남지 짧다,2
어메니티 제공,2
제공 금지,2
만나다 그땐,2
한동안 바쁘다,2
감 잡히다,2
코마 사르다,2
할인 공구,2
공구 할인,2
남기다 적립금,2
퀄리 티저,2
세르 런가,2
거품 퐁실,2
퐁실 입자,2
입자 곱다,2
곱다 순하다,2
막막하다 파워,2
파워 J,2
J 부부,2
기업 과의,2
과의 콜라보,2
잡다 비밀,2
박사 버리다,2
실패하다 없드라구,2
따다 깐깐하다,2
일찍 오드,2
오드 사실,2
듣다 널,2
5년 늙다,2
의심 사보다,2
사보다 의심,2
건갈이 겸,2
톰 3월,2
단치 밉다,2
밉다 피다,2
밉다 피로,2
어울리다 조선,2
조선 개다,2
뜨다 누르다,2
누르다 개중,2
개정 도의,2
잠그다 돌아가다,2
뮤 핑크색,2
덥다 네모,2
문자 틀,2
더토톰 사업,2
머리카락 이미,2
가용 다음주,2
낭창 종이,2
프로폴리스 스프레이,2
질도 럭러,2
풀림 헤지,2
건조하다 줄어들다,2
변형 유지,2
중간 이음,2
이음 선,2
채 옷것,2
튀어나오다 줄때,2
잔차 마뮤리,2
서로 쇠붙이,2
쇠붙이 기스나,2
포장재 엉망,2
산 수연,2
억 어머님,2
한시름 놓다,2
쎄다 욧,2
글씨 굵다,2
데 일리,2
따라오다 무료,2
올려놓다 인테리어,2
깨다 오진,2
로고 노출하다,2
비다 디퓨져용량,2
광고지 종이,2
영문 필기체,2
블랙 체리,2
소비자 소소하다,2
건지다 검은색,2
그게 지워지다,2
지워지다 쓸리다,2
보기 더럽다,2
더럽다 묻다,2
조건 듸,2
맨날 미루다,2
미루다 이대로,2
이대로 가다가,2
가져가다 황,2
엔 구경만,2
구경만 하자,2
하자 들르다,2
들르다 사이트,2
덕 지체,2
별 특이점,2
길어지다 내년,2
내년 임신,2
증말루 인스타,2
인스타 팔로우,2
덜 선명,2
선명 정교하다,2
핑크 로렐,2
드렇다 얇다,2
모시다 자리,2
즈 완전하다,2
완전하다 충족,2
금액 정해지다,2
세다 아자,2
아자 수시,2
수시 안도,2
어메니티 행시,2
보송보송하다 용감,2
압박 감,2
예민하다 굴,2
굴 기도,2
즐거움 분도,2
디퓨져 막대,2
막대 빠지다,2
크림 블랙박스,2
간혹 커버,2
커버 이상하다,2
이상하다 얼룩,2
영어 필기체,2
필기체 노골,2
망가지다 대체,2
대체 전반,2
친정엄마 순이,2
순이 신다,2
신다 가깝다,2
만초 식사,2
오케이 까진,2
까진 섣불리,2
초보 엄마,2
파시 부자,2
일부러 유두,2
부피 커지다,2
커지다 바람,2
옮기다 로움,2
아시 죠,2
죠 부족함,2
굳이 안해,2
옐로우 아이보리,2
강하 그게,2
푸르다 스름,2
스름 UV,2
UV 램프,2
램프 비추다,2
비추다 형광,2
버리다 만이,2
만이 흰색,2
홍보 목적,2
2027년 까지라,2
제껀 다행하다,2
그리다 고다,2
지는 몰다,2
하자 겟합니,2
겟합니 기회,2
보여주다 전화통화,2
얇다 다반사,2
다반사 던데,2
던데 여기다,2
위치 중앙,2
대단하다 리,2
리 스펙,2
ㅁ 음컴,2
음컴 ㅍㄴ,2
치 자연스럽다,2
에다 못실,2
못실 뻔하다,2
하규 디,2
깨 요전,2
폭도 넓다,2
넓다 구제,2
로서 더욱,2
드디 실물,2
실물 영접,2
귀차니즘 심각하다,2
심각하다 풀,2
풀 구성은,2
포한 포,2
그린 리프,2
카이 막,2
중앙 배치,2
골다 랏,2
여기다 입하,2
젖다 조금씩,2
기 대반,2
트 레싱,2
올 패턴,2
생활 공,2
통장 정리,2
운송 장,2
답례 이쁘다,2
소담 에서만,2
반 영해,2
해달라다 일월,2
뾱뾱이 감싸다,2
사면 안일하다,2
던지다 떄문,2
드림 계획,2
배송 선물,2
겹 치다,2
들엇어 용감,2
로는 최적,2
펌프 불량,2
거여,1
불량하다,1
백추,1
소음,1
께,1
굽다,1
답럐품,1
ㄷㅔ,1
디피,1
에게도,1
합리,1
축의금,1
곱다,1
체감,1
벅스,1
늠,1
도고,1
셋트,1
재차,1
스냅,1
작가,1
달에,1
놀다,1
뿌듯햇어욤,1
한일,1
고심,1
Gift,1
Set,1
포토,1
다시금,1
dipper,1
너무도,1
답례뿜,1
프로폴리스,1
예쁘드,1
셀,1
치레,1
셋팅할,1
디퍼,1
본의,1
대사,1
깔꼬미말꼬미,1
제도,1
사각,1
지해,1
드물다,1
폰,1
남달리,1
촬영,1
막대기,1
사장,1
협력,1
연휴,1
만으로,1
자신감,1
요귀,1
파세,1
답례품르,1
부두럽,1
졸업식,1
예뻐욤,1
타도,1
득템,1
유평,1
범한,1
담달,1
뻘리,1
스픈,1
움직이다,1
백이이,1
송자,1
검다,1
숙면,1
곀,1
무오,1
ㅎㄹ,1
긔여버,1
차려,1
정확,1
재택근무,1
전과,1
그럴듯하다,1
계속계속,1
최소한,1
800원,1
이긴한데추가했습니다,1
다이거할껄,1
햤습,1
힐,1
요도,1
금,1
물검,1
부치다,1
제품디자인,1
메다,1
듬니,1
살살,1
45천원,1
짜리,1
멀리사,1
찢다,1
의도,1
조치,1
헀,1
구가,1
재무,1
나머지,1
5년,1
뉴,1
팩토리,1
엄지,1
뿅,1
추,1
분만,1
멋있다,1
완화,1
식후,1
대응,1
웰빙,1
우러,1
한결,1
원형,1
반찬,1
집합,1
금지,1
때껏,1
에다,1
이래저래,1
번더,1
근,1
건네다,1
박하다,1
사하다,1
부끄럽다,1
돌아다니다,1
서치,1
주스,1
베,1
단정,1
미로,1
요약,1
디른,1
근로자의날,1
조마조마,1
벨,1
러블,1
냠냠냠,1
개꿀,1
홍시,1
만으로도,1
밍밍,1
한순간,1
회절,1
대하,1
엄쳥빠르,1
상품권,1
금은,1
ㅙ,1
차주,1
에쁜,1
혼,1
습니,1
기제,1
무언가,1
이거지,1
옆쪽,1
여요,1
상관,1
적정하다,1
선뭉,1
수료식,1
운영,1
아쉬웅건,1
잘왓,1
작일,1
착각,1
내려오다,1
ㅕㄴ,1
선믈주려,1
머그컵,1
이포,1
8년,1
여럿,1
묯개,1
전보발령,1
상주,1
드럈러,1
검품,1
완전하다,1
드렀는데,1
학습,1
적기,1
어께영,1
괜챦아,1
수민,1
오랫동안,1
적인걸,1
포트,1
생일도,1
집단,1
햇습,1
촌,1
하이,1
빼놧네,1
칼라,1
들려주다,1
별자리,1
풀림,1
친언니,1
국산,1
근본,1
링,1
잘골랏다,1
무적,1
우드,1
셋팅해,1
앨범,1
복닥하,1
빠듯해,1
중국산,1
조리,1
동기,1
요란하다,1
뱀부얌,1
뽀짝,1
해피,1
버스,1
무색,1
원사,1
픽그중,1
그람,1
한나절,1
밤부얀,1
밑단,1
폭닥하,1
짜임,1
쭈압,1
머금,1
PICK,1
서하,1
대도,1
컬러풀,1
라든지,1
이로하,1
보더,1
극성,1
원성,1
왕자,1
조명,1
까실까실,1
쓱쓱,1
탁시,1
이지,1
송이,1
문해,1
구비,1
변질,1
분위,1
드네요이니셜,1
연도,1
느므,1
어데,1
대소,1
셋팅할때,1
픽했,1
퀄리,1
동네,1
전환,1
콩,1
깍,1
진가,1
라인,1
어긋나다,1
돌떄,1
살림,1
댕겨,1
안남,1
향균,1
뚜둥,1
귀차니즘,1
피플,1
당한,1
장난감,1
권유,1
앏,1
뽀송포송,1
칭구,1
부여,1
한동안,1
한눈,1
으뜸,1
셜,1
래미,1
생명,1
은줄,1
모처럼,1
진짳,1
빵꾸,1
수없이,1
얼핏,1
페이,1
끌로,1
에로,1
안타,1
바니,1
뭉클하다,1
달앞,1
여자아이,1
또렷하다,1
매달,1
이군,1
가슴,1
두근거리다,1
아이리스,1
z,1
린넨,1
가젤,1
고뱀,1
부얀,1
브,1
차체,1
잡고,1
품림,1
통과,1
셋때,1
샘내다,1
군대,1
놀랫,1
토키,1
퐁신퐁신,1
쨍하,1
율,1
착,1
감겨,1
기왕,1
갈색,1
천이,1
발끝,1
일색,1
일상생활,1
폭풍,1
번하다,1
형부,1
미소천사,1
실질,1
걷다,1
조카딸,1
무지개,1
살길,1
영어,1
한글,1
마음속,1
불,1
ㅜㅋ,1
갠소,1
항목,1
림,1
축,1
생년,1
만도,1
이냐,1
댓,1
경이,1
무늬,1
레트로,1
저하,1
낰,1
볼겸,1
들보,1
촘촘히,1
곧다,1
시누이,1
서운하다,1
어수선하다,1
평점,1
끌리다,1
빨갛다,1
갈리,1
왕따,1
보교,1
실키,1
왕관,1
그닥,1
탑,1
괜츈한듯,1
거슬리다,1
스윽,1
대나무,1
숨,1
복슬,1
로되,1
부안,1
추첨,1
슬하,1
예민,1
높이다,1
유해,1
한소리,1
장미,1
중인,1
어쩌지,1
부소,1
재는,1
티보,1
부손,1
부가,1
발품팔,1
신하,1
부각,1
뽕,1
디쟌들,1
보송보송,1
해고,1
광택,1
큐,1
맞췃는데,1
붉다,1
부원,1
빼곡,1
조잡하다,1
품정,1
택했다,1
폭닥폭닥,1
기적,1
손주,1
가정당,1
대가족,1
결혼기념일,1
콘서트,1
팬,1
사춘기,1
낡다,1
눈독,1
체,1
드망쉬,1
찾아다니다,1
용담,1
례품,1
폭닥,1
솜사탕,1
전해지다,1
능력,1
이랑은,1
어두운색,1
옥새,1
녀석,1
어쪄,1
포근포근하다,1
이온,1
전주,1
탈수,1
헹굼,1
몽땅,1
세월,1
이지나,1
하앍,1
여기껄,1
지그,1
살아나다,1
잦다,1
봉제,1
두드리다,1
강력하다,1
소취,1
거만,1
지난,1
두텁다,1
강아지,1
요추,1
천하다,1
췃,1
칵,1
적임,1
장마,1
꽁꽁,1
점찍어뒸다,1
놀,1
더저,1
핬는디,1
좋았슨드,1
뽀얗다,1
학니,1
특급,1
부사,1
그걸,1
띄다,1
고정관념,1
사치스럽다,1
픽했어,1
비서실,1
명확하다,1
양갈래,1
드레스,1
입히다,1
불꽃놀이,1
르망,1
거구,1
샤샤,1
안기다,1
떨리다,1
싣다,1
과는,1
진짜진짜,1
최고급,1
기안,1
기능,1
통틀어,1
수질,1
장정,1
옛,1
다데,1
해지,1
변색,1
돐답례품,1
굿쵸,1
정안,1
식당,1
미역국,1
지극히,1
확신,1
촤르르,1
정형,1
돋보이다,1
꺄앍,1
순우리말,1
펄펙,1
둥이,1
돈값,1
이랬다고,1
이상만,1
미만,1
1만원,1
냉큼,1
거진,1
스펙,1
낡아지다,1
오묘하다,1
웬걸,1
흐엉,1
생기지,1
아름답다,1
사용성,1
성급하다,1
대단하다,1
날인,1
해야할깧,1
달콤,1
해오,1
뚫다,1
사후,1
책임감,1
과중,1
멀미,1
증싱,1
뽕좀,1
어버이날,1
후미,1
상차,1
떡하니,1
다루다,1
뾱뾱이,1
매신,1
솜씨,1
다작,1
더러는,1
만인,1
종일,1
비운,1
생소하다,1
어디껀,1
사내,1
조의,1
빠삭,1
몰다,1
맛나욤,1
상당,1
한자리,1
최적,1
떠욤꺄르,1
레전드,1
접대,1
온전,1
텁텁함,1
야금야금,1
녹지,1
정해진,1
땅,1
엊저녁,1
동결,1
사소하다,1
모친상,1
초청,1
절차,1
쫄래쫄래,1
가셧어,1
신나다,1
씹다,1
협의,1
킵해,1
ㅋㄱㅋ,1
인턴,1
일거라고,1
주거지,1
동인,1
강추초강,1
수험생,1
존예,1
정신차리다,1
조합덕,1
설비,1
마리,1
30시간,1
구석구석,1
작품,1
다세,1
꼽자,1
정렬,1
알리,1
맥,1
립스틱,1
홈페이지,1
진득,1
조슴,1
두둑하다,1
8시,1
반에,1
1시,1
간격,1
끝판,1
들것,1
서두르다,1
천천히,1
등급,1
행복,1
환자,1
임원,1
이행,1
진보면,1
다리,1
무시,1
글씨색,1
경로,1
차보,1
바자회,1
골프,1
필드,1
거가,1
합,1
데우다,1
덕푼,1
급성,1
알레르기,1
쯔음,1
핑계,1
대고,1
기울다,1
배탈,1
미지근하다,1
요리조리,1
좋았드,1
욕구,1
요정,1
나른하다,1
굿숫,1
괜춘,1
하나라,1
나잇,1
