Review
구성 좋거 합리적이고 꿀도 좋구 의미도 좋구 포장 깔끔해서 잘 선물하였습니다
급하게 주문했는데 빠르게 잘 받았습니다
일단 구성품 너무 깔끔하고 너무 예뻐요 맛도 있어서 다들 좋아하셧어요
재주문건입니다 좋아요 친절하고
소소한게 여러분께 감사드릴일에 좋은 선물입니다
깔끔한포장 구성품 다 좋아요 100개 주문했는데 반응이 좋아 추가주문할예정입니다
배송빠르고 포장 완전 꼼꼼하게 신경을 많이 써주셨네요포장도 일일이 완제품으로 다해주셔서 너무 편하고 박스도 깔끔하고 고급스러워요스티커에 날짜이름 군더더기 없이 인쇄잘되어서 이쁘네요구성품이 알차고 심플해서 돌잔치때 오시는분들 다좋아하실거같아요꿀선물이 참 실용적이고 가성비가 좋은게 담에도 행사있으면 꼭 여기서 또 구매하겠습니다상담도 너무 친절하시고 받는날짜까지 신경써주셔서 기분좋았구요 감사합니다돌잔치 이쁘게 잘준비할게요
포장도 이쁘게 잘해주셨고 배송도 빨라서 좋았어요 감사해요
패키징이 깔끔해서 만족스럽고 꿀이라는 제품을 잘 사먹지는 않을 수도 있는데 선물로 드릴 수 있어서 좋습니다
제품도 배송도 다 좋아요 마지막 시안 확인할때 꼭 잘 체크하세용 저는 대충했다가 이름이 잘못왔습니닷ㅠㅠㅠ그것 말곤 다 좋았어요
반응이 너무 좋아서 추가 주문 했어요
고급스럽고 좋아요 포장백이 되어 잇어서그런지요 
감사합니다 잘 먹겠습니다
부담스럽지 않은 가격으로 축하해주러 오신 분들께 감사의 표현할 수 있어서 좋습니다
신혼부부처럼 달달한 꿀 좋아유
받은 친구가 곧 결혼하는데 본인도 이 제품 구매하고 싶다고 할 만큼 만족스러웠습니다
정말 센스있는 선물이었어요요리할때 쓰기 좋아요
축의금만 보내주시고 참석하지 못한 분들에게 감사표현 했는데 좋았습니다
행사예약주문후 샘플 받아보고싶어서 별도로 주문하였습니다배송도 빠르고 부모님도 너무 좋아하십니다사실 서프라이즈로 하려했는데 샘플배송이 생각보다 빨리와서행사날 사용할 제품도 너무 기대됩니다 상담도 친절하게해주시고 잘부탁드립니다
사양꿀 안좋다해서 아카시아꿀로 바꿔서 구매했어요포장고급스럽고 귀여워요
날짜에 맞게 잘 받았습니다깔끔하고 고급지고 좋았어요
제품 만족스러워서 나중에 다른 친구들이 행사 있을 때 추천하고 싶습니다
지인들이 특히 꿀스틱을 엄청 만족하면서 사용하고 있는 것 같아요 결혼한지 거의 2달이 되어가는데 아직도 칭찬 듣고 있습니당 스티커도 깔끔하게 붙어져서 왔어요
가격이 저렴하여 많은 분들에게 보내도 부담스럽지 않아서 좋았습니다
받으신 분들이 디자인 너무 예쁘다고 해주셨습니다
스티커 디자인도 다양하게 있어서 좋습니다
받으시는 분들도 부담스럽지 않게 받을 수 있어서 좋습니다
스티커 디자인 결혼 4번과 6번 중 고민하다가 4번으로 골랐는데 만족스럽습니다
스틱으로 되어 있어서 음식할 때 간단하게 넣기 좋습니다
박스 디자인이 심플해서 마음에 듭니다
더 소장하고 싶어서 추가주문해봤네요
포장도 이쁘고 구성도 좋아요
주문하면 연락와서 설명 자세히 해주셔서 좋았습니다 다들 너무 좋아해요 ㅎ
스티커 고를 수 있는 디자인이 여러 개 있다는 점이 좋습니다
결혼 답례품으로 알아보다가 무라 벌꿀스틱 알게되어 주문 했어요 일단 체험용으로 신청해서 먹어볼 수 있어서 너무너무 좋았습니다 선물 할건데 맛 정도는 보고 정해야 진짜 잘 할 수 있죵ㅎ 실제로 보는 것 보다 디자인 적으로 엄청 예쁘고 구성도 넘 좋아요ㅎㅎ 맛은 엄청 진한데 은은한 달다구리 한 맛이고 한 박스 안에 스틱 10개가 꽉꽉 들어차 있어요ㅎ 시안도 빨리 연락 와서 여쭤봐주시고 거의 바로 진행 되었고 포장도 꼼꼼히 해주시고 바로 와서 넘 좋았습니다ㅎㅎ 답례로 정말 잘 할게요 다음에 또 답례할 일 있으면 여기 이용하려고요 감사합니다ㅎㅎ
꿀이라 선물 했을 때 상할 걱정이 없어서 좋습니다
답례품으로 고급지고 최곱니다
패키징이랑 스티커와 일체감이 있어서 좋습니다
직접 만나 뵙지 않고 줄 수 있다는 점이 좋습니다
깔끔한 패키징이 마음에 들어서 주문했습니다
유리병에서 바뀌면서 아쉽네요
답례품으로 200개 구매하야 돌렸는데 중량도 디자인도 벅스 포장도 너무 맘에 들었습니다몇개 남아서 집에서 떡 먹을때 뿌려 먹고 있는데 늠나 맛있더라구요결혼 답례로 포장 스티커도 너무 이뻐서 잘 사용했습니다
돌잔치 답례품 보다가요즘엔 꿀을 많이 하는거 같아서찾아보다가 체험이벤트가 있다고 해서구매 했는데요 받아보니까 실제로도고급져 보인다는 느낌이 있어요꿀스푼이랑 셋트로 되있다보니수건보다는나을꺼 같기도 하구요ㅎ꿀 종류만 고르면 될꺼 같은데고민이네요ㅎ
구성도 좋고 가벼워보이지 않으 좋네요받으신분들도 다들 좋아하셨어요
배송 빠르게 잘받았어요 잘 쓸게요
돌잔치답례품으로 너무 좋았어요다들 너무 좋아해주셨어요 다음에 답례품 할때도 또 하려구요 쇼핑백에 깔끔하게 넣어서 손님들한테 잘 드렸습니다
배송빨라서 좋아요 답례품으로 잘쓸께요
좋은상품 감사합니다 번창하세요
다음 답례품도 여기서 주문하려구요ㅎㅎ
스틱형으로 되어 있어서 먹기 편합니다
너무 예쁘게 포장되어와서 답례품 잘 했어요 근데 택배가 배송완료 되었다고 해서 찾으러 갔는데 없어서 저희가 분실한줄 알았는데 실제로는 다음날 배송되었더라고요 이거때문에 일정 다 빼놨는데 ㅜㅠ 배송사고만 아니면 만족합니다 빠르고 깔끔하게 만들어주셔서 감사해요
친척분들이 기뻐하시고 만족해 하시니 너무너무 감사드립니다 
문의에 친절하게 답변해주시고 배송도 빠른편입니다 리뷰에 적힌대로 사이즈가 작긴하지만 가격대비 나쁘지 않아요 상자도 예쁘고 저렴해 보이지 않아요 포장도 꼼꼼히 신경써서 해주신듯요
답례품으로 구매했습니다
답례품으로 구매햇어요
답례품으로 구매했음요
깔끔해서 좋아요 주문사양 꼼꼼하게 확인후 제작하시더라고용 확실해서 좋았어용
답례품으로 구매완료 ㅎ
다들 꿀 맛있다고ㅜㅜ 재차 연락오더라구여ㅠㅠㅠ 가격도 생각보다 저렴한편인데ㅠㅠ 다들 비싸보인다구ㅜ 비싼 거 한 거 아니냐면서 저 무리한 거 같다는 소리 들었어용ㅎㅎ 가성비 최고 정신없어서 제가 사진을 못찍었는데 스냅작가님이 감사하게도 찍어놔주셨더라구요ㅠㅜ 덕분에 후기 사진 올릴 수 있었어요 ㅎㅎ친구의 남편이나 남친분들 못오신 가족분들한테도 대신 전해주라면서 더 드리고 하니 다들 너무 고맙다면서 ㅎㅎ 꿀이라 확실히 어른분들이 좋아하셔요 ㅎㅎㅎ 다행이였습니다저는 아직 맛을 못봤지만 저도 먹으려구 남겨뒀어용 ㅎㅎㅎ 감사합니다
국내산 벌꿀에서 점수 꿀스틱봉에서 추가점수 너무 예뻐요ㅎㅎ 단체로 답례할일이있어 돌렸는데 다들 좋아하셨습니다
구성도 좋고 가벼워보이지않아 좋아요
와주신 분들에게 부담스럽지 않게 고마움을 표현할 수있어서 좋습니다
가성비 좋습니다 많이 파세요
결혼식 답례품으로 사용할까 해서 샘플로 구매해 봤는데 너무 괜찮은 구성이에요 꿀맛도 좋네요 만족합니다
체험해볼 수 있어서 좋더라구요
스티커 원하는대로 잘 만들어주셨어요쇼핑백 누락된거 연락하고 다음날 바로 수령할수있어서 다행이였어요저희는 사양꿀은 별로라 손님들어게 좋은꿀로 드리려고 아카시아꿀로 변경했어요
답례품으로 돌렸는데 다들 만족해하셨어요 ㅎㅎ
간편하게 드릴 수 있어서 좋았습니다 잘 사용했어요
아주좋아요 원하는문구끝까지 소통해서 정성껏 준비해줘서 좋아요  감사합니다
다들 너무 좋아하셨어요
답례용으로 잘 사용했습니다 간편해요
포장꼼꼼하고 너무맘에들어요
5월달에 돌잔치 잘 끝냈습니다 기간 넉넉하게 배송 왔어요
배송도 빠르고 상품도 아주 좋았습니다
선물 돌리고 남은거는 저희가 잘 먹고있습니다 만족합니다
이쁘게 잘 만들어주십니다 꿀은 아직 먹어보진 않았지만 맛있겠죠 ㅎㅎ
결혼답례품 찾다가 저렴한 가격에 구매하게 됐네요간혹 스푼이 빠져서 상자안에서 놀고 있는 것이 있던데 이점 보완하시면 소비자 만족도가 더 올라갈거 같습니다 번창하세요
모든 분들이 선물 받으시고 만족하셨어요 답례품으로 정말 최고에요
답례품으로 준비해서 선물했는데만족도 100퍼센트입니다 ㅎㅎ
구성도 고급지며 무게도 있어서 선물하는데 좋았습니다받으신분들도 좋아하셨어요
추가구매해서선물 나눠 드리고 반응 너무 좋아서뿌듯햇어욤
포장깨끗해서좋네요
추가로 구매까지 해서선물 받은 분들 너무 좋아햇어욤저두 보관
응대도 너무 친절하시고 배송도 엄청 빨라요다음에 답례품 또 필요한일 있으면 이용할 것 같습니다감사합니다
예쁩니다 제품부터 포장까지 마음에 쏙 들어요 답례품 이거로 해야겠군요
유리에 들어 있어 배송 시 파손될까봐 걱정했는 데 꼼꼼한 배송에 잘 받았습니다 생각보다 크기가 적당해서 선물하기 편했습니다
결혼 답례품으로 고심 끝에 골랐어요 적당한 가격대에 고급스러운 포장 덕분에 선물하기 매우 좋았습니다 특히 꿀 스푼이 귀여워서 인기가 좋았어요
딸 아이 결혼 답례품으로  매우  만족합니다
만족해요포장도 깔끔하고 이쁘기도하고근데 좀 무게감 이랑 부피 때문에 많은 사람들에게 나눠주기엔 부담은 되네요그래서 아직 다 못 나눠 줬네요ㅠㅠ
선물하기 참 좋아요 무게도 무겁지 않아 좋습니다
더챙겨드리고 싶어서 준비해봤습니다
웨딩답례품으로 적극 추천이요 패키지도 너무 이쁘고 고급지구 받은 분들도 다 만족하셨어요
신속하고 빠른배송 주셨고 너무 좋습니다
상품 좋아서 선물용으로 딱 좋습니다 답례품 고민하는 분들에게도 추천했습니다
좋아요 좋아요 좋아요 좋아요
좋은일이 아니라 떡으로 안하고 꿀을 선택했는데 가성비 좋은 선물이네요 추천합니다
배송도 빠른편이고 스티커 제작 시안도 빠르게 확인할 수 있어서 좋아요
너무 좋습니다
결혼식에 오지 못하셨지만 금방 만날 수 없는 분들에게 배송링크 보내드리기 좋았습니다
고객선물용 입니다 스티커도 이쁘고 꼼꼼하게 보내주시고포장상태도 너무좋아요가성비 너무좋네요
가격대비 괜찮습니다 보기도 좋고 구성도 좋습니다 다만 사양벌꿀임을 알고 구매하시면 좋겠습니다그래도 가성비 좋은 답례품이었습니다
고객선물용 입니다 가격대비 가성비가 너무좋아요받는분도 맛있다고하네요
답례품으로 진짜 좋은거 같아요무게감도 있고 포장도 이뻐서 지인들께 드리기 너무 좋았습니다떡에 자주 꿀 찍어 먹고 있어용ㅎㅎ
 모두에게 선택받은 No1 답례품  Honey Gift Set Mura  제품 리뷰  너무나도 만족스럽고 감사해서 구매후기를 시간 내어 남깁니다 감사한 마음을 담아 처음으로  포토 리뷰 하나하나 정성스레 만들었네요 이번 큰 행사 전부터 무라의 허니 선물세트는 구매해 보았었기에 답례품은 무조건 여기서 주문하려고 했었어요  그전에도 포장뿐만 아니라 구성에 있어서 매우 만족스러웠기 때문에 다시금 찾게 되었습니다ㅔ 그전에 행사에서도 받아보신 분들이 다들 칭찬을 아끼지 않아주셔서  처음 이 제품을 구매하시는 분들이라면 후회하지 않으실거라 생각합니다 결혼 돌잔치 학원 교회 등 각종 행사에 부담없이 특별함을 선물할 수 있는 기프트 세트라 정말 추천드립니다  구성도 한 가지로만 이루어지지 않고 두 가지로 나뉘어 있어서 취향대로 고르시면 좋을 거 같아요 특히나 좋았던 점은 구성품에 꿀만 들어있는 것이 아니라 Honey dipper가 함께 포함되어 있어서 더욱 구성품이 빛나는 거 같습니다ㅠ 포장 및 택배  가장 많은 분들이 걱정하시는 부분이 이 부분이라도 생각되는데 포장 및 택배의 경우는 행사에 차질이 생기면 안되서 무엇보다도 중요하죠 저 역시 큰 행사이다보니 차질이 생기면 안되어서 톡톡으로 미리 문의를 넣었는데 정말 정성스레 답변해주셔서 어찌나 감동을 하였는지 몰라요  고객의 사정을 미리 하나하나 정성스레 신경써주신 덕분에 행사 전에 무사히 도착할 수 있었습니다  배송 상황이라던지 언제쯤 도착할지 계속해서 정보 공유해주셔서 불안해하지 않을 수 있었어요 그리고 무엇보다 포장을 정말 꼼꼼히 해주셔서 받아보는 저희가 되려 더 감동했던 것 같아요   저번에도 그랬었지만 70개 정도의 상품을 꼼꼼히 포장해주셔서 대만족했어요  이 제품으로만 100개가 넘는 선물을 해드렸었는데 선물드리기가 참 좋은 것 같아요 확실히 검수되어온 포장이라는게 느껴져서 더욱 믿음이 갔어요정성드려 신경써주셔서 감사합니다  주문제작 스티커 라벨지  세상에 하나뿐인 라벨 스티커 이곳에 또 특별한 점은 아마 이 주문제작 라벨지가 아닐까 싶은데요  추가금액 없이 라벨 제작이 가능합니다 고객의 요구사항에 따라 단 하나의 라벨지를 만들어주시고 폰트 그림 로고 모두 신경써서 제작해주세요  큰 행사로 요구가 많았었는데 하나하나 놓치지 않고 제작해주셔서 진심으로 감사합니다  배송 배송은 출고된 날짜로부터 바로 다음날에 도착하였고 롯데택배를 이용해서 그런지 더더 빨리 도착한 것 같았어요 배송에 대해서는 걱정안하셔도 될 것 같고 빠르게 주문 넣어야하시는 분들께 강추해요 디자인 흔하지 않는 디자인이라 좋았고 라벨지와 포장 상태 사양벌꿀의 디자인까지 모두 만족스러웠답니다 디자인은 리뷰사진 참고해주세요 만족한 점 하나뿐인 라벨지 제작이 가능하다는 점 안전하게 포장되어 온다는 점 배송 걱정없이 빠르게 배송이 된다는 점 톡톡 문의에 답변이 빠르다는 점 하나하나 정성스럽게 답변해준다는 점 답례품으로 너무 좋은 퀄리티라는 점 사양벌꿀로 모두에게 사랑받는 선물이라는 점다음에도 대량으로 주문해야할 일이 있는데 이곳의 친절함과 정성스러움에 또 한 번 감동하여 무조건 이곳에서 다시 주문하려합니다 다음에는 더 많은 수량으로 주문하러 올게요 가격도 너무 착하고 제품은 너무도 훌륭해서 이 선물을 안할 수 없겠더라고요 특히나 세상에 하나뿐인 라벨지 만들어주셔서 정말 최고였어요 덕분에 행사 잘 마무리할 것 같습니다 글씨체 색상 도안까지 디테일하게 신경써주셔서 더욱 만족할 수 있었습니다 정말 감사했어요  앞으로도 더 많은 분들에게 사랑받는 선물이 되기를 바라며 또 주문하러 오겠습니다 진심으로 감사했어요
평범하지 않아서 좋았오요 지인들듀 좋났다고 하네요
결혼식 담례품으로 꿀을 찾고 있었는데 귀여운 꿀병과 꿀스푼이 눈에 들어왔고인사말 케이스도 너무 귀여워서 선택했는데 양가부모님 지인분들께서 너무 귀엽다고 잘 드시겠다고 칭찬듬뿍 받았습니다 이정도 퀼리티 극찬합니다
저희는 신혼여행 다녀와서 주문했는데 가기 전에 날짜 맞춰서 주문하면 훨씬 좋은 듯 합니다
결혼식 답례뿜으로 돌렸어요쇼핑백까지 하니 드리기도 편했고상품도 매우 만족합니다
너무 고급스럽고 예쁘네요 아직 돌잔치 전인데 미리 만난 지인에게 전달했더니 왜이리 비싼거 했냐고 하더라고요 가족들도 고급스럽다고 하고요 가격보다 더 있어보이는 것 같아요 덕분에 돌잔치에 손님들께 좋은 답례하겠습니당
스티커를 여러 가지 종류 중에 고를 수 있어서 좋습니다 마음에 드는 스티커로 잘 골랐습니다
큰 선물을 보낼만큼 친한 사이가 아니더라고 감사한 마음을 표현하기에 좋습니다
친절하시고 예쁘게 포장도 잘해주시고 배송도 빨라 좋았습니다번창하세요
꼼꼼한 포장에 박스도 구겨지지 않고 잘 도착했습니다
벌꿀 스틱으로 주문했는데 받으시는 분들도 부담스럽지 않고 좋습니다
꿀 예쁘게 포장해주셔거 감사합니다ㅎㅎ
사은품으로 주는 프로폴리스도 좋습니다 추가로 구매해도 괜찮겠네요
결혼식 답례품으로 하객들이 좋아해요  꿀을 먹는동안 오래 기억될것 같아서 선택했어요
너무 만족스러워 답례 돌린 후 한번 더 재주문 했습니다ㅎ 퀄리티 좋은 제품에 다들 만족했습니다 감사합니다
선물하기로 보내드렸는데 너무 예쁘드고 답이 왔습니다 추천합니다
거리가 멀어서 오시지 못한 분들께 인사로 보내기 좋았습니다
많은 분들에게 선물하기 부담스럽지 않은 가격이 좋습니다
벌꿀스틱 주문했는데 술 마신 다음날에 스틱으로 먹으면 해장에 좋습니다
꿀맛이 어떨까 하여 하나 시켜서 먹어보았는데 맛있습니다
스틱이 안 쪽에서 고정되어 있는 형식으로 되어 있어서 좋습니다
깔끔하고 예쁜 디자인 답례품으로 손색이 없어요 받으시는 분들도 모두 마음에 들어하셨습니다
제일 사람들이 많이 가져간 꿀
이 가격에 이런 퀄리티라니 너무 좋습니다 
좋은 꿀이에여 모두 여기서 주문 하세요
박스에 들어있어서 절대 작지않아요  너무너무 예쁘고 덕분에 돌잔치 잘 끝냈습니다
제품 깔끔한 디자인에 마음이 듭니다
답례품 알아보다가 적당한 가격에 고급스러운 패키지 보고 신청했는데 받으니까 더 예뻐요 무조건 추천해요
진짜 하나부터 열까지 전부 만족스러운 선택이었어요저는 진짜 진심을 다해서 꼭 하시라구 추천하구 싶어요 특히 돌잔치 크게 하시는 분들이요 회사 동료분들저나 신랑이 돌잔치 얼마나 많이 다니시겠어요꿀도 받아보고 소금 깨 수건 별 거 다 받아보실 텐데 신경썼다는 느낌이 들었음 좋겠더라구요 그렇다구 몇만원씩 쓸 수도 없고ㅜㅜ 그래서 엄청 찾아봤어요 덕분에 무라를 찾게 되었고 덕분에 단연 예쁘고 고급스럽다고 돈 많이 썼겠다는 얘기 셀 수 없이 많이 들었습니당ㅎㅎ인사치레하기 넘 좋아요ㅎ저는 아카시아꿀로 업그레이드해서 좀 더 생색아닌 생색 낼 수 있었습니다나이 좀 있으신분들은 꿀차이도 아시니까요날짜도 정확하게 지켜주셔서 차질없이 진행할 수 잇었습니다 상담도 친절하게 잘 해주셨고 때마침 만원쿠폰이 있어서 저렴하게 구매했어요패키지도 너무 고급스러워서 셋팅할 때도 화사하구 넘 이뻤습니다 저는 아카시아꿀로 했는데 손님분들이 너무 좋아하시더라구요 디퍼까지 있어서 구성은 말할 것도 없었습니다게다가 가격도 부담되지 않아서 더욱 만족스러웠던것 같아요 주변에 답례품 준비하는 지인들이 많은데 많이들 물어봐서 본의아니게 mura 홍보대사가 되었습니다좋은 제품 저렴한 가격에 판매해주셔서 감사해요 다음에 또 주문하러 올게요
저렴한 가격에 고급스러운 포장이라 좋습니다
꿀도 맛있고요 선물구성이 아주 좋아요 쇼핑백을 주문하면 더 좋았을거라는 생각이 듭니다결국 다이소에서 쇼핑백 사서 나눠드렸어요 꿀은 사양꿀이지만 받으신 분들이 아주 좋아하셨어요 타업체 꿀보다 더 맛있었던거깉아요 디자인도 꼼꼼히 봐주셨고 포장도 깔꼬미말꼬미
답례품으로너무잘드렷어요 ㅎㅎ
추가로 같이 주문해봤어요 안쪽 까지 뜯어보진 않았지만 다른 스토어 보다 포장 박스가 예쁜 것 같아요이것도 가볍게 선물하기 괜찮을 듯 합니다
체험팩 먼저 받아보고 주문할 수 있어서 너무 좋았어요 답례품 쌓아놓으면 군더더기없이 깔끔해요
가격 디자인 맛 전부다 좋아요
깔끔한 구성에 부담스럽지 않고 좋습니다
답례품 찾아보다가 가격도 적당해서 선택했는데 포장부터 너무 고급스러워요 정말 정말 추천해요
행사가 있어서 샘플로 먼저 주문 해보았는데 이런 서비스 제도가 있어서 너무 좋네요 맛도 조아요
스승의날선물하려고 구매했어요저렴한가격으로 잘한거같아요포장도신경써서 잘해주셨어요
꾸준히 잘 섭취하고 잇습니다
배송도 빠르고 맛있어요
스틱 꿀이어서 가볍게 선물 드리고 좋고 좋아들 하세요
결혼답례품으로 주문했어요 디자인도 예쁘게해주셔서 다들 센스있는 답례품이라고 칭찬 받아써요 다만 겉표지를 열면 그안에 병과 그 스틱이 있는곳에 먼지가 너무 많이 쌓여있어서 조금 아쉬웠습니다 ㅠㅠ
지난번 행사때 맘에들어서 우리가정 답례품으로 주문했습니다아카시아꿀 좋습니다
예쁘고 독특하게 인식되어서 좋았어요
똑같아요 다만 사진처럼 박스가 지저분해요
아기 돌잔치를 갑자기해서 급하게 준비했는데 배송도 엄청 빨라요
어제 돌잔치 했구 그냥 사각 박스라서 답례품 쌓아놓으면 딱 군더더기 없이 깔끔해요
깔끔하고 부담스럽지 않은 실용적인 선물이라서 모두들 좋아해주셨어요 답례품선물로 최고예요
이미 다 끝났긴 하지만 요청드린 시안이랑 다르게 온 걸 지인 분들이 보내준 사진 보고야 알았네요ㅠ 웨딩데이를 땡큐로 변경 요청드렸어요 처음에 주문하고 맘에 들어서 추가로 주문하고 당연히 요청드린 시안대로 잘 왔겠지해서 확인 따로 안했는데 아쉬워요 이 점 제외하고는 제품 자체는 맘에 듭니다
저렴해서 기대 안했는데진짜 너무 좋네요포장지도 단단하고 꼼꼼하고 이쁘게 포장되서 왔어요
예쁘고 반응이 좋아서 좋았어요 ㅎㅎ
친잘한 응대 고맙습니다번창하셔요
칠순 행사답례로 주문했는데 너무 좋아하셔서 대박 만족합니다 예전에도 아내가 답례로 주문한적이 있어서 믿고 주문했습니다 행사때마다 빈틈없이 꼼꼼하게 보내주셔서 너무 만족하고 가성비 이런 답례는 드물다고 생각해요두번세번추천합니다 또 행사때 찾아오겠습니다행사준비로정신없어서 ㅎㅎ 폰에 사진이없네요
결혼식 담례품으로 꿀을 찾고 있었는데 귀여운 꿀병과 꿀스푼이 눈에 들어왔고인사말 케이스도 너무 귀여워서 선택했는데 양가부모님 지인분들께서 너무 귀엽다고 잘 드시겠다고 칭찬듬뿍 받았습니다 이정도 퀼리티 극찬합니다
깔끔하고 좋아요
결혼답례품으로 급하게 주문하게 되어 배송으로 고민이었는데 비록 추가 배송비가 있었지만 빠르게 처리해주셔서 일정에 맞게 준비할수 있었어요 상품은 너무 만족스럽습니다 사진보다 실물이 더 이쁜거같아요
너무 예뻐요 가성비가최고인거 같아요 ㅋㅋ 잘 선물 하겠습니다 
답례품으로 너무 좋아ㅆ어요 받으시는 분들도 만족하셔서 더 좋았어요
꿀이다 보니 사람들이 비싸게 줬다고 생각하더라고요 깔끔하니 넘 좋았어요
결혼식 답례품으로 준비했는데 다들 좋아하셨어요 포장가방은 따로 추가 안했는데 있으면 좋을 것 같아요
